"tenure","monthlycharges","churn","churn_risk"
71,"106.7","No","Low Risk"
71,"105.9","No","Low Risk"
71,"105.75","No","Low Risk"
71,"105.7","No","Low Risk"
71,"105.55","No","Low Risk"
71,"105.25","No","Low Risk"
71,"105.15","No","Low Risk"
71,"104.65","No","Low Risk"
71,"104.15","No","Low Risk"
71,"104.1","No","Low Risk"
71,"104.05","No","Low Risk"
71,"100.55","No","Low Risk"
71,"100.5","No","Low Risk"
71,"100.45","No","Low Risk"
71,"100.2","No","Low Risk"
71,"99.65","No","Low Risk"
71,"99.65","No","Low Risk"
71,"99.4","No","Low Risk"
71,"99.2","No","Low Risk"
71,"99","No","Low Risk"
71,"99","No","Low Risk"
71,"98.65","No","Low Risk"
71,"97.65","No","Low Risk"
71,"97.2","No","Low Risk"
71,"96.35","No","Low Risk"
71,"95.75","No","Low Risk"
71,"95.65","No","Low Risk"
71,"95.5","No","Low Risk"
71,"95.15","No","Low Risk"
71,"93.25","No","Low Risk"
71,"93.2","No","Low Risk"
71,"92","No","Low Risk"
71,"91.25","No","Low Risk"
71,"91.05","No","Low Risk"
71,"90.55","No","Low Risk"
71,"90.55","No","Low Risk"
71,"90.4","No","Low Risk"
71,"90.35","No","Low Risk"
71,"90.3","No","Low Risk"
71,"90.1","No","Low Risk"
71,"89.9","No","Low Risk"
71,"89.9","No","Low Risk"
71,"89.85","No","Low Risk"
71,"89.45","No","Low Risk"
71,"89.3","No","Low Risk"
71,"87.95","No","Low Risk"
71,"87.25","No","Low Risk"
71,"86.85","No","Low Risk"
71,"86.7","No","Low Risk"
71,"86.4","No","Low Risk"
71,"86.1","No","Low Risk"
71,"85.75","No","Low Risk"
71,"85.45","No","Low Risk"
71,"85.45","No","Low Risk"
71,"85.45","No","Low Risk"
71,"84.8","No","Low Risk"
71,"84.8","No","Low Risk"
71,"84.4","No","Low Risk"
71,"84.2","No","Low Risk"
71,"83.3","No","Low Risk"
71,"83.2","No","Low Risk"
71,"82.7","No","Low Risk"
71,"82.55","No","Low Risk"
71,"82","No","Low Risk"
71,"81.85","No","Low Risk"
71,"80.7","No","Low Risk"
71,"80.7","No","Low Risk"
71,"80.6","No","Low Risk"
71,"80.45","No","Low Risk"
71,"80.4","No","Low Risk"
71,"80.1","No","Low Risk"
71,"79.1","No","Low Risk"
71,"79.05","No","Low Risk"
71,"77.55","No","Low Risk"
71,"77.35","No","Low Risk"
71,"76.9","No","Low Risk"
71,"76.05","No","Low Risk"
71,"73.5","No","Low Risk"
71,"73.35","No","Low Risk"
71,"72.9","No","Low Risk"
71,"71.1","No","Low Risk"
71,"71","No","Low Risk"
71,"70.85","No","Low Risk"
71,"69.2","No","Low Risk"
71,"66.85","No","Low Risk"
71,"66.8","No","Low Risk"
71,"66.2","No","Low Risk"
71,"65.15","No","Low Risk"
71,"64.05","No","Low Risk"
71,"61.4","No","Low Risk"
71,"59.7","No","Low Risk"
71,"58.65","No","Low Risk"
71,"58.25","No","Low Risk"
71,"56.45","No","Low Risk"
71,"54.5","No","Low Risk"
71,"53.95","No","Low Risk"
71,"52.3","No","Low Risk"
71,"47.6","No","Low Risk"
71,"47.05","No","Low Risk"
71,"46.35","No","Low Risk"
71,"25.95","No","Low Risk"
71,"25.6","No","Low Risk"
71,"25.55","No","Low Risk"
71,"25.45","No","Low Risk"
71,"25.45","No","Low Risk"
71,"25.35","No","Low Risk"
71,"25.05","No","Low Risk"
71,"25","No","Low Risk"
71,"24.85","No","Low Risk"
71,"24.75","No","Low Risk"
71,"24.7","No","Low Risk"
71,"24.65","No","Low Risk"
71,"24.65","No","Low Risk"
71,"24.55","No","Low Risk"
71,"24.5","No","Low Risk"
71,"24.45","No","Low Risk"
71,"24.45","No","Low Risk"
71,"24.4","No","Low Risk"
71,"24.35","No","Low Risk"
71,"24.25","No","Low Risk"
71,"23.95","No","Low Risk"
71,"23.9","No","Low Risk"
71,"23.9","No","Low Risk"
71,"23.85","No","Low Risk"
71,"20.9","No","Low Risk"
71,"20.85","No","Low Risk"
71,"20.5","No","Low Risk"
71,"20.1","No","Low Risk"
71,"19.9","No","Low Risk"
71,"19.9","No","Low Risk"
71,"19.9","No","Low Risk"
71,"19.85","No","Low Risk"
71,"19.85","No","Low Risk"
71,"19.8","No","Low Risk"
71,"19.8","No","Low Risk"
71,"19.7","No","Low Risk"
71,"19.7","No","Low Risk"
71,"19.6","No","Low Risk"
71,"19.6","No","Low Risk"
71,"19.45","No","Low Risk"
71,"19.1","No","Low Risk"
70,"116.55","No","Low Risk"
70,"115.15","No","Low Risk"
70,"114.95","No","Low Risk"
70,"114.75","No","Low Risk"
70,"114.6","No","Low Risk"
70,"114.3","No","Low Risk"
70,"113.65","No","Low Risk"
70,"113.65","No","Low Risk"
70,"113.05","No","Low Risk"
70,"113","No","Low Risk"
70,"111.95","No","Low Risk"
70,"111.15","No","Low Risk"
70,"110.5","No","Low Risk"
70,"110.2","No","Low Risk"
70,"108.15","No","Low Risk"
70,"107.9","No","Low Risk"
70,"106.5","No","Low Risk"
70,"106.15","No","Low Risk"
70,"106.05","No","Low Risk"
70,"105.55","No","Low Risk"
70,"105.35","No","Low Risk"
70,"104.8","No","Low Risk"
70,"104.45","No","Low Risk"
70,"104.3","No","Low Risk"
70,"101.75","No","Low Risk"
70,"101.1","No","Low Risk"
70,"101","No","Low Risk"
70,"99.35","No","Low Risk"
70,"98.9","No","Low Risk"
70,"98.7","No","Low Risk"
70,"97.65","No","Low Risk"
70,"97.55","No","Low Risk"
70,"95","No","Low Risk"
70,"94.8","No","Low Risk"
70,"92.2","No","Low Risk"
70,"90.85","No","Low Risk"
70,"90.25","No","Low Risk"
70,"90.15","No","Low Risk"
70,"90.05","No","Low Risk"
70,"89.75","No","Low Risk"
70,"89","No","Low Risk"
70,"88.55","No","Low Risk"
70,"88","No","Low Risk"
70,"86.45","No","Low Risk"
70,"85.95","No","Low Risk"
70,"84.8","No","Low Risk"
70,"84.7","No","Low Risk"
70,"84.6","No","Low Risk"
70,"84.1","No","Low Risk"
70,"80.7","No","Low Risk"
70,"80.6","No","Low Risk"
70,"80.4","No","Low Risk"
70,"80.15","No","Low Risk"
70,"79.7","No","Low Risk"
70,"79.6","No","Low Risk"
70,"79.4","No","Low Risk"
70,"79.25","No","Low Risk"
70,"79.15","No","Low Risk"
70,"78.35","No","Low Risk"
70,"77.3","No","Low Risk"
70,"76.95","No","Low Risk"
70,"76.1","No","Low Risk"
70,"75.65","No","Low Risk"
70,"75.5","No","Low Risk"
70,"75.35","No","Low Risk"
70,"74.8","No","Low Risk"
70,"74.1","No","Low Risk"
70,"72.95","No","Low Risk"
70,"69.2","No","Low Risk"
70,"68.95","No","Low Risk"
70,"67.95","No","Low Risk"
70,"66","No","Low Risk"
70,"65.2","No","Low Risk"
70,"64.95","No","Low Risk"
70,"64.95","No","Low Risk"
70,"64.55","No","Low Risk"
70,"60.35","No","Low Risk"
70,"59.5","No","Low Risk"
70,"58.4","No","Low Risk"
70,"58.35","No","Low Risk"
70,"57.8","No","Low Risk"
70,"51.05","No","Low Risk"
70,"49.85","No","Low Risk"
70,"48.4","No","Low Risk"
70,"44.6","No","Low Risk"
70,"44.05","No","Low Risk"
70,"40.05","No","Low Risk"
70,"39.15","No","Low Risk"
70,"26.05","No","Low Risk"
70,"26","No","Low Risk"
70,"25.4","No","Low Risk"
70,"25.35","No","Low Risk"
70,"25.15","No","Low Risk"
70,"25.15","No","Low Risk"
70,"24.7","No","Low Risk"
70,"24.25","No","Low Risk"
70,"24.05","No","Low Risk"
70,"20.35","No","Low Risk"
70,"20.15","No","Low Risk"
70,"20.05","No","Low Risk"
70,"19.85","No","Low Risk"
70,"19.85","No","Low Risk"
70,"19.8","No","Low Risk"
70,"19.8","No","Low Risk"
70,"19.7","No","Low Risk"
70,"19.55","No","Low Risk"
70,"19.45","No","Low Risk"
70,"19.2","No","Low Risk"
69,"116","No","Low Risk"
69,"114.35","No","Low Risk"
69,"113.25","No","Low Risk"
69,"112.55","No","Low Risk"
69,"110.55","No","Low Risk"
69,"110.5","No","Low Risk"
69,"110.25","No","Low Risk"
69,"110.05","No","Low Risk"
69,"109.95","No","Low Risk"
69,"108.75","No","Low Risk"
69,"107.2","No","Low Risk"
69,"106.4","No","Low Risk"
69,"106.35","No","Low Risk"
69,"105.4","No","Low Risk"
69,"105.35","No","Low Risk"
69,"105.2","No","Low Risk"
69,"105.1","No","Low Risk"
69,"105","No","Low Risk"
69,"104","No","Low Risk"
69,"99.5","No","Low Risk"
69,"99.35","No","Low Risk"
69,"99.15","No","Low Risk"
69,"97.65","No","Low Risk"
69,"95.75","No","Low Risk"
69,"95.65","No","Low Risk"
69,"95.35","No","Low Risk"
69,"95.2","No","Low Risk"
69,"93.3","No","Low Risk"
69,"92.45","No","Low Risk"
69,"92.15","No","Low Risk"
69,"90.65","No","Low Risk"
69,"87.3","No","Low Risk"
69,"86.9","No","Low Risk"
69,"85.4","No","Low Risk"
69,"85.35","No","Low Risk"
69,"84.9","No","Low Risk"
69,"84.7","No","Low Risk"
69,"84.45","No","Low Risk"
69,"82.45","No","Low Risk"
69,"81.95","No","Low Risk"
69,"81.5","No","Low Risk"
69,"80.65","No","Low Risk"
69,"79.45","No","Low Risk"
69,"79.2","No","Low Risk"
69,"75.75","No","Low Risk"
69,"74.1","No","Low Risk"
69,"73.7","No","Low Risk"
69,"66.9","No","Low Risk"
69,"64.15","No","Low Risk"
69,"61.45","No","Low Risk"
69,"61.4","No","Low Risk"
69,"60.8","No","Low Risk"
69,"60.25","No","Low Risk"
69,"60.05","No","Low Risk"
69,"59.75","No","Low Risk"
69,"59.1","No","Low Risk"
69,"56.55","No","Low Risk"
69,"54.95","No","Low Risk"
69,"53.65","No","Low Risk"
69,"46.25","No","Low Risk"
69,"43.95","No","Low Risk"
69,"39.1","No","Low Risk"
69,"35.75","No","Low Risk"
69,"29.8","No","Low Risk"
69,"26.3","No","Low Risk"
69,"26","No","Low Risk"
69,"25.6","No","Low Risk"
69,"24.95","No","Low Risk"
69,"24.6","No","Low Risk"
69,"24.45","No","Low Risk"
69,"24.25","No","Low Risk"
69,"23.95","No","Low Risk"
69,"20.55","No","Low Risk"
69,"20.35","No","Low Risk"
69,"20.3","No","Low Risk"
69,"20.2","No","Low Risk"
69,"20.2","No","Low Risk"
69,"20.15","No","Low Risk"
69,"19.95","No","Low Risk"
69,"19.9","No","Low Risk"
69,"19.9","No","Low Risk"
69,"19.8","No","Low Risk"
69,"19.75","No","Low Risk"
69,"19.7","No","Low Risk"
69,"19.4","No","Low Risk"
69,"19.3","No","Low Risk"
69,"19.1","No","Low Risk"
68,"118.6","No","Low Risk"
68,"117.2","No","Low Risk"
68,"114.9","No","Low Risk"
68,"114.7","No","Low Risk"
68,"111.75","No","Low Risk"
68,"110.8","No","Low Risk"
68,"110.25","No","Low Risk"
68,"110.2","No","Low Risk"
68,"109.05","No","Low Risk"
68,"107.7","No","Low Risk"
68,"107.15","No","Low Risk"
68,"105.75","No","Low Risk"
68,"105.25","No","Low Risk"
68,"103.75","No","Low Risk"
68,"103.25","No","Low Risk"
68,"102.1","No","Low Risk"
68,"101.35","No","Low Risk"
68,"101.05","No","Low Risk"
68,"100.3","No","Low Risk"
68,"99.55","No","Low Risk"
68,"95.9","No","Low Risk"
68,"95.1","No","Low Risk"
68,"92.2","No","Low Risk"
68,"91.7","No","Low Risk"
68,"90.8","No","Low Risk"
68,"90.2","No","Low Risk"
68,"89.95","No","Low Risk"
68,"89.05","No","Low Risk"
68,"88.85","No","Low Risk"
68,"88.15","No","Low Risk"
68,"88","No","Low Risk"
68,"86.5","No","Low Risk"
68,"86.45","No","Low Risk"
68,"85.5","No","Low Risk"
68,"85.3","No","Low Risk"
68,"85","No","Low Risk"
68,"84.7","No","Low Risk"
68,"84.65","No","Low Risk"
68,"84.4","No","Low Risk"
68,"83.65","No","Low Risk"
68,"82.85","No","Low Risk"
68,"82.45","No","Low Risk"
68,"80.65","No","Low Risk"
68,"80.35","No","Low Risk"
68,"80.35","No","Low Risk"
68,"79.6","No","Low Risk"
68,"79.6","No","Low Risk"
68,"78.45","No","Low Risk"
68,"76.9","No","Low Risk"
68,"76.75","No","Low Risk"
68,"73","No","Low Risk"
68,"72.95","No","Low Risk"
68,"70.95","No","Low Risk"
68,"70.9","No","Low Risk"
68,"70.8","No","Low Risk"
68,"64.35","No","Low Risk"
68,"64.1","No","Low Risk"
68,"62.65","No","Low Risk"
68,"60.65","No","Low Risk"
68,"60.3","No","Low Risk"
68,"58.25","No","Low Risk"
68,"56.4","No","Low Risk"
68,"55.9","No","Low Risk"
68,"54.45","No","Low Risk"
68,"54.45","No","Low Risk"
68,"54.4","No","Low Risk"
68,"54.1","No","Low Risk"
68,"53","No","Low Risk"
68,"44.95","No","Low Risk"
68,"44.8","No","Low Risk"
68,"41.95","No","Low Risk"
68,"39.9","No","Low Risk"
68,"38.9","No","Low Risk"
68,"25.8","No","Low Risk"
68,"25.75","No","Low Risk"
68,"25.5","No","Low Risk"
68,"25.4","No","Low Risk"
68,"25.25","No","Low Risk"
68,"25.05","No","Low Risk"
68,"24.95","No","Low Risk"
68,"24.55","No","Low Risk"
68,"24.15","No","Low Risk"
68,"24","No","Low Risk"
68,"20.5","No","Low Risk"
68,"20.05","No","Low Risk"
68,"20","No","Low Risk"
68,"19.95","No","Low Risk"
68,"19.95","No","Low Risk"
68,"19.6","No","Low Risk"
68,"19.5","No","Low Risk"
68,"19.35","No","Low Risk"
67,"116.1","No","Low Risk"
67,"112.35","No","Low Risk"
67,"111.3","No","Low Risk"
67,"111.25","No","Low Risk"
67,"111.2","No","Low Risk"
67,"111.05","No","Low Risk"
67,"109.9","No","Low Risk"
67,"109.7","No","Low Risk"
67,"109.4","No","Low Risk"
67,"107.05","No","Low Risk"
67,"106.7","No","Low Risk"
67,"106.6","No","Low Risk"
67,"105.7","No","Low Risk"
67,"105.65","No","Low Risk"
67,"105.6","No","Low Risk"
67,"105.4","No","Low Risk"
67,"105.4","No","Low Risk"
67,"105.05","No","Low Risk"
67,"104.6","No","Low Risk"
67,"104","No","Low Risk"
67,"103.15","No","Low Risk"
67,"102.9","No","Low Risk"
67,"101.4","No","Low Risk"
67,"100.9","No","Low Risk"
67,"100.25","No","Low Risk"
67,"94.65","No","Low Risk"
67,"94.1","No","Low Risk"
67,"93.15","No","Low Risk"
67,"92.45","No","Low Risk"
67,"89.55","No","Low Risk"
67,"89.55","No","Low Risk"
67,"88.8","No","Low Risk"
67,"88.4","No","Low Risk"
67,"86.15","No","Low Risk"
67,"85.25","No","Low Risk"
67,"84.8","No","Low Risk"
67,"83.85","No","Low Risk"
67,"81.35","No","Low Risk"
67,"75.7","No","Low Risk"
67,"75.5","No","Low Risk"
67,"75.1","No","Low Risk"
67,"74","No","Low Risk"
67,"72.35","No","Low Risk"
67,"70.9","No","Low Risk"
67,"69.9","No","Low Risk"
67,"69.35","No","Low Risk"
67,"69.2","No","Low Risk"
67,"67.85","No","Low Risk"
67,"65.65","No","Low Risk"
67,"65.55","No","Low Risk"
67,"64.55","No","Low Risk"
67,"60.95","No","Low Risk"
67,"60.5","No","Low Risk"
67,"60.4","No","Low Risk"
67,"60.05","No","Low Risk"
67,"59.55","No","Low Risk"
67,"54.9","No","Low Risk"
67,"54.2","No","Low Risk"
67,"54.2","No","Low Risk"
67,"53.4","No","Low Risk"
67,"50.95","No","Low Risk"
67,"50.9","No","Low Risk"
67,"50.55","No","Low Risk"
67,"50.55","No","Low Risk"
67,"49.35","No","Low Risk"
67,"43.9","No","Low Risk"
67,"36.15","No","Low Risk"
67,"35.7","No","Low Risk"
67,"26.3","No","Low Risk"
67,"26.1","No","Low Risk"
67,"25.6","No","Low Risk"
67,"25.6","No","Low Risk"
67,"25.25","No","Low Risk"
67,"25.1","No","Low Risk"
67,"24.9","No","Low Risk"
67,"24.85","No","Low Risk"
67,"24.65","No","Low Risk"
67,"20.85","No","Low Risk"
67,"20.8","No","Low Risk"
67,"20.55","No","Low Risk"
67,"20.5","No","Low Risk"
67,"20.05","No","Low Risk"
67,"19.95","No","Low Risk"
67,"19.8","No","Low Risk"
67,"19.65","No","Low Risk"
67,"19.45","No","Low Risk"
67,"19.4","No","Low Risk"
67,"19.25","No","Low Risk"
66,"116.25","No","Low Risk"
66,"115.8","No","Low Risk"
66,"114.3","No","Low Risk"
66,"110.6","No","Low Risk"
66,"109.25","No","Low Risk"
66,"108.45","No","Low Risk"
66,"108.1","No","Low Risk"
66,"108.1","No","Low Risk"
66,"107.35","No","Low Risk"
66,"105.65","No","Low Risk"
66,"105.2","No","Low Risk"
66,"104.9","No","Low Risk"
66,"104.6","No","Low Risk"
66,"104.55","No","Low Risk"
66,"104.25","No","Low Risk"
66,"103.15","No","Low Risk"
66,"103.1","No","Low Risk"
66,"102.85","No","Low Risk"
66,"102.4","No","Low Risk"
66,"100.8","No","Low Risk"
66,"96.6","No","Low Risk"
66,"95.3","No","Low Risk"
66,"92.15","No","Low Risk"
66,"91.7","No","Low Risk"
66,"90.95","No","Low Risk"
66,"90.55","No","Low Risk"
66,"90.05","No","Low Risk"
66,"89.9","No","Low Risk"
66,"89.4","No","Low Risk"
66,"89","No","Low Risk"
66,"88.9","No","Low Risk"
66,"85.9","No","Low Risk"
66,"85.25","No","Low Risk"
66,"84","No","Low Risk"
66,"79.85","No","Low Risk"
66,"79.5","No","Low Risk"
66,"75.1","No","Low Risk"
66,"74.6","No","Low Risk"
66,"74.25","No","Low Risk"
66,"70.85","No","Low Risk"
66,"68.75","No","Low Risk"
66,"67.45","No","Low Risk"
66,"66.9","No","Low Risk"
66,"66.1","No","Low Risk"
66,"65.85","No","Low Risk"
66,"65.7","No","Low Risk"
66,"63.85","No","Low Risk"
66,"63.85","No","Low Risk"
66,"63.3","No","Low Risk"
66,"62.5","No","Low Risk"
66,"61.35","No","Low Risk"
66,"61.15","No","Low Risk"
66,"59.75","No","Low Risk"
66,"58.2","No","Low Risk"
66,"56.75","No","Low Risk"
66,"56.6","No","Low Risk"
66,"54.8","No","Low Risk"
66,"54.65","No","Low Risk"
66,"50.55","No","Low Risk"
66,"49.4","No","Low Risk"
66,"47.4","No","Low Risk"
66,"45.55","No","Low Risk"
66,"29.45","No","Low Risk"
66,"25.7","No","Low Risk"
66,"25.45","No","Low Risk"
66,"25.3","No","Low Risk"
66,"25.3","No","Low Risk"
66,"25.15","No","Low Risk"
66,"25.1","No","Low Risk"
66,"20.55","No","Low Risk"
66,"20.35","No","Low Risk"
66,"20","No","Low Risk"
66,"19.95","No","Low Risk"
66,"19.75","No","Low Risk"
66,"19.7","No","Low Risk"
66,"19.35","No","Low Risk"
65,"111.05","No","Low Risk"
65,"110.8","No","Low Risk"
65,"110.35","No","Low Risk"
65,"110","No","Low Risk"
65,"109.4","No","Low Risk"
65,"109.3","No","Low Risk"
65,"109.05","No","Low Risk"
65,"108.8","No","Low Risk"
65,"108.05","No","Low Risk"
65,"107.65","No","Low Risk"
65,"107.45","No","Low Risk"
65,"105.85","No","Low Risk"
65,"105.1","No","Low Risk"
65,"105.05","No","Low Risk"
65,"105.05","No","Low Risk"
65,"104.35","No","Low Risk"
65,"104.3","No","Low Risk"
65,"104.25","No","Low Risk"
65,"104.1","No","Low Risk"
65,"103.9","No","Low Risk"
65,"103.15","No","Low Risk"
65,"100.75","No","Low Risk"
65,"100.15","No","Low Risk"
65,"99.35","No","Low Risk"
65,"99.1","No","Low Risk"
65,"99.05","No","Low Risk"
65,"95.5","No","Low Risk"
65,"95.45","No","Low Risk"
65,"94.55","No","Low Risk"
65,"94.4","No","Low Risk"
65,"93.55","No","Low Risk"
65,"92.7","No","Low Risk"
65,"91.55","No","Low Risk"
65,"90.65","No","Low Risk"
65,"90.45","No","Low Risk"
65,"89.85","No","Low Risk"
65,"85.75","No","Low Risk"
65,"84.85","No","Low Risk"
65,"84.2","No","Low Risk"
65,"82.5","No","Low Risk"
65,"79.4","No","Low Risk"
65,"76.15","No","Low Risk"
65,"74.2","No","Low Risk"
65,"71","No","Low Risk"
65,"70.95","No","Low Risk"
65,"69.55","No","Low Risk"
65,"67.05","No","Low Risk"
65,"61.35","No","Low Risk"
65,"59.95","No","Low Risk"
65,"59.8","No","Low Risk"
65,"59.6","No","Low Risk"
65,"58.9","No","Low Risk"
65,"55.15","No","Low Risk"
65,"53.5","No","Low Risk"
65,"45.25","No","Low Risk"
65,"26.5","No","Low Risk"
65,"26","No","Low Risk"
65,"25.75","No","Low Risk"
65,"25.3","No","Low Risk"
65,"25.1","No","Low Risk"
65,"24.8","No","Low Risk"
65,"24.75","No","Low Risk"
65,"20.4","No","Low Risk"
65,"19.9","No","Low Risk"
65,"19.85","No","Low Risk"
65,"19.55","No","Low Risk"
65,"19.35","No","Low Risk"
64,"115.1","No","Low Risk"
64,"115","No","Low Risk"
64,"113.35","No","Low Risk"
64,"111.6","No","Low Risk"
64,"111.45","No","Low Risk"
64,"111.15","No","Low Risk"
64,"110.5","No","Low Risk"
64,"110.3","No","Low Risk"
64,"109.2","No","Low Risk"
64,"108.95","No","Low Risk"
64,"108.5","No","Low Risk"
64,"105.4","No","Low Risk"
64,"105.25","No","Low Risk"
64,"104.65","No","Low Risk"
64,"104.4","No","Low Risk"
64,"104.4","No","Low Risk"
64,"104.05","No","Low Risk"
64,"103.5","No","Low Risk"
64,"102.45","No","Low Risk"
64,"102.1","No","Low Risk"
64,"102.1","No","Low Risk"
64,"100.3","No","Low Risk"
64,"99.25","No","Low Risk"
64,"99.15","No","Low Risk"
64,"99","No","Low Risk"
64,"97","No","Low Risk"
64,"96.9","No","Low Risk"
64,"94.6","No","Low Risk"
64,"94.25","No","Low Risk"
64,"93.4","No","Low Risk"
64,"92.85","No","Low Risk"
64,"91.8","No","Low Risk"
64,"90.6","No","Low Risk"
64,"90.25","No","Low Risk"
64,"89.45","No","Low Risk"
64,"86.8","No","Low Risk"
64,"86.55","No","Low Risk"
64,"86.4","No","Low Risk"
64,"85","No","Low Risk"
64,"84.3","No","Low Risk"
64,"81.3","No","Low Risk"
64,"81.25","No","Low Risk"
64,"81.05","No","Low Risk"
64,"80.3","No","Low Risk"
64,"76.1","No","Low Risk"
64,"74.65","No","Low Risk"
64,"74.35","No","Low Risk"
64,"73.55","No","Low Risk"
64,"73.05","No","Low Risk"
64,"70.15","No","Low Risk"
64,"69.25","No","Low Risk"
64,"68.3","No","Low Risk"
64,"66.15","No","Low Risk"
64,"65.8","No","Low Risk"
64,"60.05","No","Low Risk"
64,"58.35","No","Low Risk"
64,"54.6","No","Low Risk"
64,"53.85","No","Low Risk"
64,"49.85","No","Low Risk"
64,"43.85","No","Low Risk"
64,"25.65","No","Low Risk"
64,"25.55","No","Low Risk"
64,"25","No","Low Risk"
64,"24.9","No","Low Risk"
64,"24.8","No","Low Risk"
64,"24.7","No","Low Risk"
64,"24.4","No","Low Risk"
64,"24.4","No","Low Risk"
64,"24.05","No","Low Risk"
64,"20.2","No","Low Risk"
64,"20.05","No","Low Risk"
64,"19.8","No","Low Risk"
64,"19.7","No","Low Risk"
64,"19.55","No","Low Risk"
64,"19.45","No","Low Risk"
64,"19.45","No","Low Risk"
63,"110.1","No","Low Risk"
63,"109.85","No","Low Risk"
63,"109.4","No","Low Risk"
63,"109.25","No","Low Risk"
63,"109.2","No","Low Risk"
63,"108.75","No","Low Risk"
63,"108.5","No","Low Risk"
63,"108.25","No","Low Risk"
63,"105.4","No","Low Risk"
63,"104.8","No","Low Risk"
63,"104.75","No","Low Risk"
63,"104.5","No","Low Risk"
63,"103.5","No","Low Risk"
63,"102.6","No","Low Risk"
63,"102.4","No","Low Risk"
63,"99.7","No","Low Risk"
63,"99.65","No","Low Risk"
63,"98","No","Low Risk"
63,"97.45","No","Low Risk"
63,"96","No","Low Risk"
63,"91.35","No","Low Risk"
63,"90.45","No","Low Risk"
63,"90.05","No","Low Risk"
63,"89.6","No","Low Risk"
63,"89.4","No","Low Risk"
63,"86.7","No","Low Risk"
63,"84.65","No","Low Risk"
63,"84","No","Low Risk"
63,"83.5","No","Low Risk"
63,"83","No","Low Risk"
63,"81.55","No","Low Risk"
63,"81.2","No","Low Risk"
63,"81.15","No","Low Risk"
63,"80.3","No","Low Risk"
63,"80.3","No","Low Risk"
63,"80","No","Low Risk"
63,"79.85","No","Low Risk"
63,"79.8","No","Low Risk"
63,"79.7","No","Low Risk"
63,"75.7","No","Low Risk"
63,"75.55","No","Low Risk"
63,"74.5","No","Low Risk"
63,"71.9","No","Low Risk"
63,"71.5","No","Low Risk"
63,"70.8","No","Low Risk"
63,"68.8","No","Low Risk"
63,"67.25","No","Low Risk"
63,"63.55","No","Low Risk"
63,"59","No","Low Risk"
63,"58.55","No","Low Risk"
63,"50.65","No","Low Risk"
63,"40.6","No","Low Risk"
63,"39.35","No","Low Risk"
63,"36.1","No","Low Risk"
63,"25.25","No","Low Risk"
63,"25.25","No","Low Risk"
63,"24.65","No","Low Risk"
